Date,FDIC certificate number,Primary ABA routing number,Financial institution name,Address,City,State,Zip Code,Rank by $ Deposits,Deposits $,Accounts #,Average deposit $,Unrealized gain-loss $,Unrealized gain-loss % of tier 1 capital,URL,URLs to accept or solicit deposits,Teller,Plaid
6/30/2023,20026,67002533,EASTERN NATIONAL BANK,9700 SOUTH DIXIE HIGHWAY ,MIAMI,FL,33156,2873,"$192,523,000",2548,"$75,558","-$136,000",-0.77%,www.enbfl.com,,Unknown,#N/A
6/30/2023,17369,101103725,CARSON BANK,122 WEST MAIN ,MULVANE,KS,67110,3161,"$155,938,000",6182,"$25,225","-$3,118,000",-22.63%,www.carsonbank.com,,Unknown,#N/A
6/30/2023,10967,91203191,"F & M COMMUNITY BANK, NATIONAL ASSOCIATION",100 SAINT ANTHONY STREET NORTH ,PRESTON,MN,55965,3004,"$175,504,000",6690,"$26,234","-$5,798,000",-30.69%,www.fmcommunity.com,,Unknown,#N/A
6/30/2023,12299,113119985,"SOUTHSTAR BANK, S.S.B.",100 SOUTH MAIN STREET ,MOULTON,TX,77975,928,"$906,369,000",28177,"$32,167","-$18,491,000",-13.49%,www.southstarbank.com,www.lonestarbank.com,Unknown,#N/A
6/30/2023,10969,91909084,RANDALL STATE BANK,307 PACIFIC AVENUE ,RANDALL,MN,56475,4273,"$51,380,000",3006,"$17,092","-$428,000",-7.31%,www.randallstatebank.com,,Unknown,Supported
6/30/2023,4084,103002251,"CITIZENS BANK OF EDMOND, THE",1 EAST FIRST STREET ,EDMOND,OK,73034,2112,"$325,237,000",11912,"$27,303","-$488,000",-1.43%,http://www.citizensedmond.com,,Unknown,#N/A
6/30/2023,28818,231271501,CREST SAVINGS BANK,3301 PACIFIC AVENUE ,WILDWOOD,NJ,8260,1611,"$476,113,000",15176,"$31,373","-$8,714,000",-18.36%,www.crestsavings.bank,,Unknown,Supported
6/30/2023,16333,104905836,FIRST STATE BANK,211 COMMERCIAL STREET ,LOOMIS,NE,68958,3013,"$174,576,000",6516,"$26,792","-$3,999,000",-20.14%,fsbloomis.com,,Missing,Supported
6/30/2023,6275,11601087,NATIONAL BANK OF MIDDLEBURY,30 MAIN STREET ,MIDDLEBURY,VT,5753,1626,"$469,836,000",25059,"$18,749","-$23,637,000",-51.43%,nbmvt.com,,Unknown,Supported
6/30/2023,5628,84106988,PIGGOTT STATE BANK,212 WEST CHERRY STREET ,PIGGOTT,AR,72454,3653,"$106,615,000",4604,"$23,157","-$6,833,000",-62.84%,WWW.PIGGOTTSTATEBANK.COM,,Unknown,Supported
6/30/2023,8898,81017575,ST. JOHNS BANK & TRUST COMPANY,8924 ST. CHARLES ROCK ROAD ,SAINT LOUIS,MO,63114,2180,"$309,329,000",11361,"$27,227","-$7,037,000",-21.15%,https://www.stjohnsbank.com,,Unknown,#N/A
6/30/2023,26336,211371858,"VILLAGE BANK, THE",307 AUBURN STREET ,AUBURNDALE,MA,2466,536,"$1,751,700,000",37576,"$46,618","-$46,877,000",-26.14%,http://www.village-bank.com,,Unknown,#N/A
6/30/2023,2767,83905892,"FIRST NATIONAL BANK OF RUSSELL SPRINGS, THE",36 WEST STEVE WARINER DRIVE ,RUSSELL SPRINGS,KY,42642,2216,"$300,769,000",8262,"$36,404","-$10,528,000",-28.07%,www.fnbrs.com,,Unknown,#N/A
6/30/2023,3248,114916019,"FIRST NATIONAL BANK OF HEBBRONVILLE, THE",305 N SMITH ,HEBBRONVILLE,TX,783612830,3985,"$77,092,000",3125,"$24,669","-$6,111,000",-37.10%,www.fnbhebb.com,,Unknown,#N/A
6/30/2023,17773,53207669,BLUE RIDGE BANK,100 EAST MAIN STREET ,WALHALLA,SC,29691,3241,"$145,708,000",8695,"$16,758","-$2,812,000",-18.29%,blueridge.bank,,Unknown,Supported
6/30/2023,15346,114921622,COMMERCE BANK TEXAS,112 FORDTRAN DRIVE ,STOCKDALE,TX,78160,4300,"$49,423,000",1208,"$40,913","-$5,166,000",-64.22%,http://www.commercebanktx.com,,Unknown,#N/A
6/30/2023,28834,221271935,COLUMBIA BANK,19-01 ROUTE 208 NORTH ,FAIR LAWN,NJ,7410,130,"$11,061,926,000",215379,"$51,360","-$216,932,000",-22.90%,www.columbiabankonline.com,,Unknown,#N/A
6/30/2023,4087,103101602,BANK OF WESTERN OKLAHOMA,201 EAST BROADWAY ,ELK CITY,OK,73644,2060,"$334,865,000",17924,"$18,682","-$958,000",-3.21%,http://www.bankofwesternoklahoma.com,,Unknown,Supported
6/30/2023,11595,75903226,COMMUNITY FIRST BANK,925 WISCONSIN AVENUE ,BOSCOBEL,WI,53805,1506,"$515,180,000",23962,"$21,500","-$19,276,000",-33.70%,http://www.cfbank.com,,Unknown,#N/A
6/30/2023,13611,104908040,BANK OF MEAD,322 SOUTH VINE ,MEAD,NE,68041,4487,"$30,847,000",2038,"$15,136","-$1,747,000",-48.17%,WWW.BANKOFMEAD.COM,,Unknown,#N/A
6/30/2023,618,21907975,BANK OF MILLBROOK,3263 FRANKLIN AVENUE ,MILLBROOK,NY,12545,2356,"$274,457,000",9655,"$28,426","-$8,634,000",-33.05%,http://www.bankofmillbrook.com,,Unknown,Supported
6/30/2023,12944,21902475,ORANGE BANK & TRUST COMPANY,212 DOLSON AVENUE ,MIDDLETOWN,NY,10940,451,"$2,143,219,000",25158,"$85,190","-$74,758,000",-33.52%,http://www.orangebanktrust.com,,Unknown,Supported
6/30/2023,9462,42213389,FARMERS & MERCHANTS BANK,41 SOUTH FIRST STREET ,MIAMISBURG,OH,45342,2581,"$236,174,000",12067,"$19,572","-$7,936,000",-27.13%,http://www.bankwithfm.com,,Unknown,Supported
6/30/2023,5699,61203477,BANK OF WRIGHTSVILLE,156 NORTH BRADFORD STREET ,WRIGHTSVILLE,GA,31096,3956,"$78,965,000",2934,"$26,914","-$4,120,000",-50.11%,WWW.BANKOFWRIGHTSVILLE.COM,,Unknown,#N/A
6/30/2023,11569,111901975,ALLIANCE BANK,100 WEST JEFFERSON STREET ,SULPHUR SPRINGS,TX,75482,775,"$1,117,439,000",61838,"$18,070","-$65,603,000",-48.41%,alliancebank.com,,Unknown,Supported
6/30/2023,4398,81308161,LNB COMMUNITY BANK,215 MAIN STREET ,LYNNVILLE,IN,47619,3270,"$142,520,000",5720,"$24,916","-$1,368,000",-9.38%,www.lnbbanking.com,,Unknown,#N/A
6/30/2023,22549,62103000,FIRST PROGRESSIVE BANK,312 SOWELL ,BREWTON,AL,36426,4527,"$25,087,000",405,"$61,943","-$2,240,000",-26.18%,,,Unknown,#N/A
6/30/2023,17572,71122687,FIRST NATIONAL BANK IN TAYLORVILLE,322 WEST MAIN CROSS ,TAYLORVILLE,IL,62568,2961,"$180,739,000",6255,"$28,895","-$12,152,000",-47.26%,www.fnbtaylorville.com,,Unknown,#N/A
6/30/2023,6280,11601142,FIRST NATIONAL BANK OF ORWELL,441 MAIN STREET ,ORWELL,VT,5760,4024,"$73,689,000",4811,"$15,317",,,http://www.fnborwell.com,,Unknown,#N/A
6/30/2023,16868,104913750,CORN GROWERS STATE BANK,333 NEBRASKA STREET ,MURDOCK,NE,68407,4465,"$33,716,000",1589,"$21,218","-$1,097,000",-42.57%,http://www.corngrowersbank.com,,Unknown,Supported
6/30/2023,1068,81000605,CASS COMMERCIAL BANK,"12412 POWERSCOURT DRIVE, SUITE 175 ",DES PERES,MO,63131,700,"$1,286,601,000",3799,"$338,668","-$11,821,000",-6.61%,www.cassbank.com,,Unknown,#N/A
6/30/2023,13716,41210448,"MIDDLEFIELD BANKING COMPANY, THE",15985 EAST HIGH ST ,MIDDLEFIELD,OH,44062,646,"$1,433,695,000",47938,"$29,907","-$26,115,000",-14.76%,http://www.middlefieldbank.bank,,Unknown,#N/A
6/30/2023,11601,91508171,LAONA STATE BANK,5308 BEECH ST. ,LAONA,WI,54541,2563,"$239,113,000",12918,"$18,510","-$16,017,000",-58.16%,http://www.laonastatebank.com,,Unknown,Supported
6/30/2023,14415,73920395,BELLEVUE STATE BANK,200 SOUTH 2ND STREET ,BELLEVUE,IA,52031,3356,"$134,453,000",6932,"$19,396","-$3,192,000",-15.23%,http://www.bellevuestatebank.com,,Unknown,#N/A
6/30/2023,8140,111101636,COLFAX BANKING COMPANY,625 8TH STREET ,COLFAX,LA,71417,3402,"$129,999,000",5518,"$23,559","-$7,100,000",-47.75%,www.colfaxbanking.com,,Unknown,Supported
6/30/2023,24922,124303010,GRAND VALLEY BANK,2 SOUTH MAIN STREET ,HEBER CITY,UT,84032,1456,"$534,439,000",16235,"$32,919","-$29,862,000",-53.00%,www.grandvalleybank.com,,Unknown,Supported
6/30/2023,10127,73903943,SUCCESS BANK,109 NORTH MADISON STREET ,BLOOMFIELD,IA,52537,2697,"$218,072,000",8264,"$26,388","-$2,561,000",-8.90%,www.success.bank,,Unknown,#N/A
6/30/2023,8250,65304673,BANK OF WIGGINS,109 W. PINE AVENUE ,WIGGINS,MS,39577,3025,"$172,842,000",9979,"$17,321","-$17,166,000",-55.45%,http://www.bankofwiggins.com,,Unknown,#N/A
6/30/2023,90181,211373115,CLINTON SAVINGS BANK,200 CHURCH STREET ,CLINTON,MA,1510,1308,"$602,587,000",21132,"$28,515","-$25,182,000",-31.84%,www.clintonsavings.com,,Unknown,Supported
6/30/2023,8762,83905902,"SACRAMENTO DEPOSIT BANK, THE",335 MAIN STREET ,SACRAMENTO,KY,42372,3475,"$123,785,000",5577,"$22,196","-$5,692,000",-42.09%,www.sdbweb.com,,Unknown,#N/A
6/30/2023,22621,62102399,TOWN-COUNTRY UNITED BANK,118 BROAD STREET ,CAMDEN,AL,36726,3760,"$97,134,000",5613,"$17,305","-$7,384,000",-30.66%,WWW.TCUBANK.COM,,Unknown,Supported
6/30/2023,10788,71918383,ILLINI STATE BANK,230 SOUTH LASALLE STREET ,TONICA,IL,61370,3454,"$125,462,000",3694,"$33,964","-$7,080,000",-33.97%,http://www.illinistatebank.com,,Unknown,Supported
6/30/2023,5548,114901859,"CITY NATIONAL BANK OF TAYLOR, THE",116 WEST 3RD STREET ,TAYLOR,TX,76574,2591,"$234,942,000",12007,"$19,567","-$8,591,000",-29.70%,www.cnbt.bank,www.checkingfinder.com,Unknown,#N/A
6/30/2023,3126,111902806,"CLASSIC BANK, NATIONAL ASSOCIATION",102 NORTH HOUSTON STREET ,CAMERON,TX,765203932,1355,"$577,929,000",18424,"$31,368","-$4,943,000",-8.50%,www.classic.bank,www.classic.bank,Unknown,#N/A
6/30/2023,21606,122234194,HCN BANK,3715 SUNNYSIDE DRIVE ,RIVERSIDE,CA,92506,1031,"$806,975,000",16743,"$48,198","-$15,896,000",-14.95%,http://www.hcnbank.com,,Unknown,#N/A
6/30/2023,26634,211372048,MECHANICS COOPERATIVE BANK,316 BROADWAY ,TAUNTON,MA,2780,1428,"$541,711,000",21742,"$24,915","-$8,889,000",-9.88%,www.mechanics-coop.com,,Unknown,#N/A
6/30/2023,4756,101103356,FIRST NATIONAL BANK AND TRUST,225 STATE STREET ,PHILLIPSBURG,KS,67661,2644,"$227,126,000",11059,"$20,538","-$7,913,000",-19.52%,www.agbank.bank,,Unknown,#N/A
6/30/2023,3255,111901690,"CITIZENS NATIONAL BANK OF HILLSBORO, THE",200 EAST ELM STREET ,HILLSBORO,TX,766450404,2881,"$190,989,000",11345,"$16,835","-$21,043,000",-79.85%,http://www.cnbhillsboro.com,,Unknown,#N/A
6/30/2023,2308,103106092,WASHITA VALLEY BANK,204 HAZLETT STREET ,FORT COBB,OK,73038,4263,"$52,270,000",2826,"$18,496","-$1,077,000",-13.58%,,,Unknown,Supported
6/30/2023,4098,103107486,"FIRST NATIONAL BANK OF FLETCHER, THE",401 WEST COLE ,FLETCHER,OK,73541,4556,"$21,339,000",923,"$23,119","-$732,000",-32.91%,http://fletcherbank.com,,Unknown,#N/A
6/30/2023,232,73921446,SOLON STATE BANK,126 SOUTH MARKET STREET ,SOLON,IA,52333,3818,"$91,748,000",4139,"$22,167","-$3,806,000",-14.43%,http://www.solonstatebank.com,,Unknown,#N/A
6/30/2023,1073,81001073,LINDELL BANK & TRUST COMPANY,6900 CLAYTON AVENUE ,SAINT LOUIS,MO,63139,1102,"$735,411,000",25983,"$28,304","-$58,128,000",-47.04%,http://www.lindellbank.com,,Unknown,#N/A
6/30/2023,6892,51406543,"OLD POINT NATIONAL BANK OF PHOEBUS, THE",1 WEST MELLEN STREET ,HAMPTON,VA,23663,726,"$1,234,108,000",38134,"$32,362","-$24,615,000",-17.86%,http://www.oldpoint.com,,Unknown,#N/A
6/30/2023,17208,75906948,TSB BANK,695 EAST AVENUE ,LOMIRA,WI,53048,3205,"$151,138,000",8532,"$17,714","-$1,725,000",-7.96%,http://www.tsbbanking.com,,Unknown,#N/A
6/30/2023,7675,31312929,FIRST NORTHERN BANK AND TRUST COMPANY,FOURTH STREET AND LAFAYETTE AVENUE BOX 217,PALMERTON,PA,18071,1061,"$782,960,000",31747,"$24,662","-$16,846,000",-14.14%,https://www.1stnorthern.bank,,Unknown,#N/A
6/30/2023,4433,73901602,FIRST CITIZENS BANK,2601 4TH STREET SOUTH WEST ,MASON CITY,IA,50401,653,"$1,424,387,000",45023,"$31,637","-$36,731,000",-18.58%,www.myfcb.bank,,Unknown,#N/A
6/30/2023,16585,71122205,VERMONT STATE BANK,106 NORTH MAIN STREET ,VERMONT,IL,61484,4569,"$19,205,000",1162,"$16,528","-$393,000",-9.27%,https://www.vermontstatebank.com,,Unknown,#N/A
6/30/2023,14521,73920418,BANK IOWA,"1225 JORDAN CREEK PARKWAY, SUITE 200 ",WEST DES MOINES,IA,50266,582,"$1,607,004,000",58466,"$27,486","-$48,518,000",-27.14%,WWW.BANKIOWA.BANK,,Unknown,Supported
6/30/2023,15286,91216146,NORTHERN STATE BANK OF THIEF RIVER FALLS,201 EAST 3RD STREET ,THIEF RIVER FALLS,MN,56701,1841,"$394,202,000",12328,"$31,976","-$1,845,000",-4.52%,www.nsbtrf.com,,Unknown,Supported
6/30/2023,30551,243373387,WESTMORELAND FEDERAL SAVINGS AND LOAN ASSOCIATION OF LATROBE,322 MAIN STREET ,LATROBE,PA,15650,3479,"$123,014,000",5494,"$22,391","-$4,039,000",-9.33%,www.wfsavings.com,,Unknown,#N/A
6/30/2023,26323,63112142,"FLORIDA CAPITAL BANK, N.A.",10151 DEERWOOD PARK BOULEVARD BUILDING 100 SUITE 200,JACKSONVILLE,FL,32256,1930,"$367,429,000",12107,"$30,348","-$1,596,000",-2.87%,www.flcb.com,www.floridacapitalbank.com/personal-checking-accounts/,Unknown,#N/A
6/30/2023,14522,73902397,PCSB BANK,120 EAST WASHINGTON STREET ,CLARINDA,IA,51632,2263,"$292,329,000",14795,"$19,759","-$13,070,000",-39.41%,www.wearepcsb.com,,Unknown,#N/A
6/30/2023,6813,51405528,"FARMERS BANK OF APPOMATTOX, THE",223 MAIN STREET ,APPOMATTOX,VA,24522,2277,"$289,968,000",13090,"$22,152","-$12,357,000",-30.15%,http://www.thefarmersbankva.com,,Unknown,#N/A
6/30/2023,17621,65204964,BASILE STATE BANK,3031 STAGG ,BASILE,LA,70515,4190,"$58,323,000",3091,"$18,869","-$2,000",-0.03%,www.basilebank.com,,Unknown,Supported
6/30/2023,6442,31204804,FIRST NATIONAL BANK OF ABSECON,106 NEW JERSEY AVENUE ,ABSECON,NJ,8201,2693,"$218,470,000",6668,"$32,764","-$5,419,000",-29.89%,http://www.fnbabsecon.com,,Unknown,#N/A
6/30/2023,9139,41206135,"COMMERCIAL AND SAVINGS BANK OF MILLERSBURG, OHIO, THE",91 NORTH CLAY STREET ,MILLERSBURG,OH,44654,845,"$1,022,294,000",44982,"$22,727","-$49,475,000",-45.84%,www.csb1.com,,Missing,#N/A
6/30/2023,22444,71925596,INLAND BANK AND TRUST,2805 BUTTERFIELD ROAD ,OAK BROOK,IL,60523,871,"$968,900,000",21870,"$44,303","-$26,504,000",-14.77%,https://www.inlandbank.com/,,Unknown,#N/A
6/30/2023,9005,91403616,FIRST STATE BANK OF ROSCOE,202 NORTH MITCHELL STREET ,ROSCOE,SD,57471,3510,"$120,443,000",3889,"$30,970","-$2,349,000",-14.10%,,,Unknown,#N/A
6/30/2023,11922,114916705,FIRST STATE BANK OF TEXAS,4039 I-10 EAST ,ORANGE,TX,77630,2636,"$227,872,000",5311,"$42,906","-$3,158,000",-11.80%,www.fsboftx.com,,Unknown,#N/A
6/30/2023,14690,73906092,IOWA SAVINGS BANK,510 WEST US HIGHWAY 30 ,CARROLL,IA,51401,2591,"$234,942,000",9917,"$23,691","-$6,045,000",-24.61%,http://www.iowasavingsbank.com,,Unknown,Supported
6/30/2023,16177,73921967,FIRST STATE BANK,215 NORTH DIVISION ,STUART,IA,50250,3471,"$124,573,000",6095,"$20,439","-$1,877,000",-15.48%,www.stuartbank.com,,Missing,Supported
6/30/2023,1908,91209797,"WANDA STATE BANK, THE",121 WEST MAIN STREET ,WANDA,MN,56294,3114,"$162,560,000",5995,"$27,116","-$8,477,000",-30.51%,www.wandastatebank.com,,Unknown,#N/A
6/30/2023,14730,102100879,FRONTIER BANK,200 SOUTH MAIN STREET ,LAMAR,CO,81052,1901,"$375,763,000",10892,"$34,499","-$13,040,000",-29.11%,http://www.frontierbankco.com,,Unknown,Supported
6/30/2023,17509,67000438,FIRST STATE BANK OF THE FLORIDA KEYS,1201 SIMONTON STREET ,KEY WEST,FL,33040,835,"$1,039,204,000",27174,"$38,243","-$35,441,000",-29.39%,keysbank.com,,Unknown,Supported
6/30/2023,8738,82901017,CITIZENS BANK & TRUST COMPANY,3110 ALMA HIGHWAY ,VAN BUREN,AR,72956,1623,"$471,827,000",23730,"$19,883","-$16,227,000",-27.25%,http://www.cbankandtrust.com,,Unknown,Supported
6/30/2023,18431,101114659,FIRST BANK KANSAS,235 SOUTH SANTA FE AVENUE ,SALINA,KS,67401,1523,"$507,554,000",33734,"$15,046","-$17,593,000",-36.67%,www.firstbankkansas.com,,Unknown,Supported
6/30/2023,8840,91215529,PEOPLES STATE BANK OF WELLS,98 3RD ST SE ,WELLS,MN,56097,4233,"$54,892,000",2478,"$22,152","-$1,457,000",-23.89%,www.peoplesstatebankwells.com,,Missing,Supported
6/30/2023,22340,103102164,BANK OF THE PANHANDLE,1223 NORTH MAIN STREET ,GUYMON,OK,73942,2897,"$189,278,000",6044,"$31,317","-$9,198,000",-30.05%,www.mybopbank.com,facebook.com/mybopbank,Missing,Supported
6/30/2023,5557,111913248,"FIRST NATIONAL BANK OF TOM BEAN, THE",103 BRITTON STREET ,TOM BEAN,TX,75489,3574,"$115,036,000",5089,"$22,605",,,www.fnbtb.com,,Unknown,#N/A
6/30/2023,876,61207651,BANK OF DAWSON,209 NORTH MAIN STREET ,DAWSON,GA,39842,3477,"$123,279,000",4579,"$26,923","-$5,496,000",-21.22%,www.bankofdawson.com,,Unknown,Supported
6/30/2023,10831,71105756,"FIRST TRUST AND SAVINGS BANK OF WATSEKA, THE",120 EAST WALNUT STREET ,WATSEKA,IL,60970,2392,"$268,410,000",9321,"$28,796","-$8,556,000",-18.16%,http://www.ftsbank.com,,Unknown,#N/A
6/30/2023,23620,211371722,DEDHAM INSTITUTION FOR SAVINGS,55 ELM STREET ,DEDHAM,MA,2026,560,"$1,680,585,000",52640,"$31,926","-$22,006,000",-8.67%,www.dedhamsavings.com,,Unknown,#N/A
6/30/2023,231,73919571,COMMERCIAL SAVINGS BANK,325 WEST HIGHWAY 30 ,CARROLL,IA,51401,2580,"$236,191,000",7649,"$30,879","-$4,914,000",-23.03%,www.csbcarroll.com,,Unknown,Supported
6/30/2023,29577,265470158,HERITAGE BANK OF SAINT TAMMANY,205 NORTH COLUMBIA STREET ,COVINGTON,LA,70433,3370,"$133,007,000",5671,"$23,454","-$3,211,000",-14.65%,www.heritagebank.org,,Unknown,#N/A
6/30/2023,77,62105529,BANKSOUTH,3251 ROSS CLARK CIRCLE ,DOTHAN,AL,36303,3136,"$159,515,000",1983,"$80,441","-$1,246,000",-3.13%,,,Unknown,Supported
6/30/2023,16032,221971015,RHINEBECK BANK,6414 MONTGOMERY STREET ,RHINEBECK,NY,12572,785,"$1,101,521,000",30939,"$35,603","-$36,722,000",-27.45%,http://www.rhinebeckbank.com,,Unknown,#N/A
6/30/2023,4770,101103466,"ELEVATE BANK, NATIONAL ASSOCIATION",101 WEST MAIN ,SEDAN,KS,67361,4264,"$52,255,000",3120,"$16,748","$82,000",1.48%,www.elevate.bank,,Unknown,#N/A
6/30/2023,4111,103104544,FIRST NATIONAL BANK,400 EAST FIRST STREET ,HEAVENER,OK,74937,3860,"$87,776,000",5630,"$15,591","-$300,000",-3.19%,www.okfnb.com,,Unknown,Supported
6/30/2023,18109,101106942,TRICENTURY BANK,33485 LEXINGTON ,DE SOTO,KS,66018,3937,"$80,640,000",2627,"$30,697",,,http://www.tricentury.bank,,Unknown,Supported
6/30/2023,90190,211372925,MARTHA'S VINEYARD BANK,78 MAIN STREET ,EDGARTOWN,MA,2539,800,"$1,088,451,000",41032,"$26,527","-$14,907,000",-10.69%,http://www.mvbank.com,http://www.vineyardbank.com,Unknown,#N/A
6/30/2023,8772,83902620,SPRINGFIELD STATE BANK,125 EAST MAIN STREET ,SPRINGFIELD,KY,40069,2192,"$305,252,000",11538,"$26,456","-$24,336,000",-40.97%,www.springfieldstate.bank,,Unknown,Supported
6/30/2023,4774,101105299,FIRST NATIONAL BANK OF SPEARVILLE,303 NORTH MAIN STREET ,SPEARVILLE,KS,67876,4366,"$43,689,000",1718,"$25,430","-$639,000",-10.05%,http://www.fnbspearville.com,,Unknown,#N/A
6/30/2023,90191,211371133,EAGLE BANK,350 BROADWAY ,EVERETT,MA,2149,1478,"$526,924,000",12492,"$42,181","-$12,515,000",-17.81%,www.bankeagle.com,,Unknown,Supported
6/30/2023,31628,322070381,EAST WEST BANK,"135 NORTH LOS ROBLES AVENUE, 7TH FLOOR ",PASADENA,CA,91101,39,"$53,248,519,000",652032,"$81,665","-$1,368,761,000",-20.47%,https://www.eastwestbank.com,https://www.velobank.com,Unknown,#N/A
6/30/2023,5247,91901338,FIRST NATIONAL BANK MINNESOTA,226 WEST NASSAU STREET ,SAINT PETER,MN,56082,1843,"$393,621,000",17534,"$22,449","-$8,275,000",-22.40%,https://www.fnbmn.bank,,Unknown,#N/A
6/30/2023,28635,301071110,FIRST FEDERAL SAVINGS AND LOAN BANK,700 EAST SANTA FE ,OLATHE,KS,66061,3893,"$84,551,000",1553,"$54,444",,,www.firstfederalolathe.com,,Unknown,#N/A
6/30/2023,19795,75911713,ABBYBANK,401 EAST SPRUCE STREET ,ABBOTSFORD,WI,54405,1446,"$536,176,000",19819,"$27,054","-$25,752,000",-46.52%,www.abbybank.com,,Unknown,#N/A
6/30/2023,10169,91915201,SHERBURNE STATE BANK,12500 SHERBURNE AVE ,BECKER,MN,55308,2830,"$198,230,000",9332,"$21,242","-$6,381,000",-29.22%,www.sherburnestatebank.com,,Unknown,Supported
6/30/2023,5564,111913329,FIRST NATIONAL BANK OF BOSQUE COUNTY,418 AVENUE C ,VALLEY MILLS,TX,76689,3187,"$153,252,000",9347,"$16,396","-$1,959,000",-10.99%,,,Unknown,#N/A
6/30/2023,17193,63205923,"WARRINGTON BANK, THE",4093 BARRANCAS AVENUE ,PENSACOLA,FL,32507,3141,"$159,044,000",5228,"$30,422","-$8,664,000",-31.28%,www.warringtonbank.com,,Unknown,#N/A
6/30/2023,4778,101112473,WESTERN NATIONAL BANK,523 THAYER AVENUE ,CHESTER,NE,68327,2762,"$207,891,000",7601,"$27,350","-$3,407,000",-16.78%,www.mywnb.com,,Unknown,Supported
6/30/2023,19590,61212439,ALTAMAHA BANK AND TRUST COMPANY,206 JACKSON STREET ,VIDALIA,GA,30474,2426,"$260,722,000",9886,"$26,373","-$7,115,000",-26.37%,http://www.altamaha.bank,,Unknown,#N/A
6/30/2023,1720,111323731,WESTERN BANK,1617 BROADWAY STREET ,LUBBOCK,TX,79401,1498,"$516,364,000",10129,"$50,979","-$5,339,000",-9.59%,http://www.westernbank.com,,Unknown,#N/A
6/30/2023,35498,322274527,"BANC OF CALIFORNIA, NATIONAL ASSOCIATION",3 MACARTHUR PLACE ,SANTA ANA,CA,92707,176,"$6,933,910,000",55763,"$124,346","-$116,518,000",-10.63%,www.bancofcal.com,,Unknown,#N/A
6/30/2023,8021,63104927,WAUCHULA STATE BANK,106 EAST MAIN ST ,WAUCHULA,FL,33873,1065,"$778,544,000",25922,"$30,034","-$16,655,000",-16.26%,www.wauchulastatebank.com,,Unknown,#N/A
6/30/2023,8205,91901969,AMERICANA COMMUNITY BANK,300 MAIN STREET WEST ,SLEEPY EYE,MN,56085,3273,"$141,899,000",11759,"$12,067","-$3,966,000",-22.38%,www.americanafinancial.com,,Unknown,#N/A
6/30/2023,19573,71001504,LAKESIDE BANK,55 WEST WACKER DRIVE ,CHICAGO,IL,60601,475,"$2,036,843,000",20693,"$98,431","-$29,789,000",-10.57%,http://WWW.LAKESIDEBANK.COM,,Unknown,Supported
6/30/2023,11358,42104854,"CUMBERLAND SECURITY BANK, INC.",107 SOUTH MAIN STREET ,SOMERSET,KY,42501,2342,"$277,337,000",11744,"$23,615","-$1,898,000",-4.50%,http://www.csbweb.com,,Unknown,#N/A
6/30/2023,1547,73901411,IOWA TRUST AND SAVINGS BANK,200 NORTH 10TH ,CENTERVILLE,IA,52544,3148,"$157,969,000",6358,"$24,846","-$11,606,000",-45.77%,www.iowatrust.bank,,Unknown,Supported
6/30/2023,6989,21305386,"COMMUNITY BANK, NATIONAL ASSOCIATION",45-49 COURT STREET ,CANTON,NY,13617,114,"$13,187,011,000",793740,"$16,614","-$475,528,000",-41.97%,www.cbna.com,,Unknown,#N/A
6/30/2023,4432,73902436,"MIDWEST HERITAGE BANK, FSB",3580 EP TRUE PARKWAY ,WEST DES MOINES,IA,50265,2117,"$324,455,000",22231,"$14,595","-$4,865,000",-9.70%,http://www.mhbank.com,,Unknown,#N/A
6/30/2023,15101,81518016,SENATH STATE BANK,117 EAST COMMERCIAL STREET ,SENATH,MO,63876,3874,"$86,678,000",5927,"$14,624","-$846,000",-6.11%,http://www.senathstatebank.com,,Unknown,#N/A
6/30/2023,28677,241270796,"CONNEAUT SAVINGS BANK, THE",305 MAIN ST ,CONNEAUT,OH,44030,4106,"$66,386,000",4150,"$15,997","-$2,977,000",-25.72%,http://www.conneautsavings.com,,Unknown,#N/A
6/30/2023,12010,221272303,PROVIDENT BANK,239 WASHINGTON STREET ,JERSEY CITY,NJ,7302,136,"$10,478,200,000",237594,"$44,101","-$261,209,000",-19.84%,http://www.provident.Bank,,Unknown,Supported
6/30/2023,877,61202533,MAGNOLIA STATE BANK,130 OAK STREET ,EASTMAN,GA,31023,2940,"$183,665,000",8048,"$22,821","-$1,377,000",-5.35%,http://www.bankmsb.com,,Unknown,Supported
6/30/2023,14836,42306720,FIRST NATIONAL BANK IN NEW BREMEN,435 SOUTH WASHINGTON STREET ,NEW BREMEN,OH,45869,1907,"$374,365,000",10669,"$35,089","-$8,126,000",-19.90%,www.firstnbank.bank,,Unknown,#N/A
6/30/2023,15801,84205737,FARMERS AND MERCHANTS BANK,111 WEST CLAYTON STREET ,BALDWYN,MS,38824,1838,"$395,084,000",20244,"$19,516","-$11,456,000",-17.85%,www.fmbms.com,,Unknown,Supported
6/30/2023,13025,75909178,FARMERS SAVINGS BANK,305 DOTY STREET ,MINERAL POINT,WI,53565,1941,"$364,701,000",17188,"$21,218","-$6,437,000",-15.22%,WWW.FARMERSSAVINGS.COM,,Unknown,#N/A
